index,row,col
3137,"[[1, 1], [1], [2], [1, 1], [3]]","[[0], [1, 2], [1], [2, 1], [1, 2]]"
3138,"[[1, 1], [1, 1], [1, 1], [2, 2], [1, 1]]","[[1], [3], [1, 1], [2], [2, 2]]"
3139,"[[1], [1, 1], [3, 1], [4], [1, 1]]","[[2], [1, 2], [4], [1], [3]]"
3140,"[[1, 1], [2, 1], [1, 1, 1], [1, 2], [1]]","[[3], [2, 1], [2], [1, 1], [2]]"
3141,"[[4], [2, 1], [1, 1], [4], [1, 2]]","[[4], [2, 2], [1, 1], [1, 2], [2, 1]]"
3142,"[[3, 1], [1, 3], [1, 1], [1, 2], [1]]","[[3], [1, 1], [3], [1, 2], [2, 1]]"
3143,"[[2], [1, 1], [3, 1], [2], [1, 1]]","[[1, 1], [4], [1, 3], [0], [2]]"
3144,"[[2], [1, 3], [1, 3], [2], [1]]","[[2], [2], [3], [3], [3]]"
3145,"[[3], [1], [1, 1, 1], [3, 1], [1, 1]]","[[1, 3], [1, 1], [1, 2], [1, 1], [2]]"
3146,"[[1, 1], [1, 3], [1, 1], [3, 1], [1, 3]]","[[1, 2], [2], [2, 2], [2, 1], [2, 2]]"
3147,"[[1], [1, 3], [2], [2, 2], [1, 1]]","[[1, 1], [2], [1], [3], [5]]"
3148,"[[3, 1], [2], [1], [1, 2], [1, 1]]","[[1, 1], [3], [2, 1], [1], [1, 2]]"
3149,"[[1, 1], [1, 1], [2], [2], [1, 1]]","[[2], [1, 3], [1, 1], [1, 1], [0]]"
3150,"[[1, 3], [4], [1], [3], [2]]","[[1], [2], [2, 1], [2, 2], [2, 2]]"
3151,"[[4], [1, 1], [1], [4], [2]]","[[1, 2], [2, 2], [1, 1], [2, 1], [1]]"
3152,"[[2, 2], [1, 1], [2, 1], [3], [2]]","[[3, 1], [1, 3], [1, 1], [1, 2], [1]]"
3153,"[[1, 2], [1], [1, 3], [2, 2], [1, 3]]","[[5], [1], [1, 1, 1], [1, 3], [3]]"
3154,"[[1, 1], [5], [2], [3], [1, 1]]","[[1, 2], [2, 1], [3], [2, 1], [2]]"
3155,"[[2], [1, 1], [2], [3], [2, 1]]","[[1], [1, 1, 1], [4], [2], [1, 1]]"
3156,"[[4], [1, 1], [1, 1], [1], [3, 1]]","[[1, 1], [1, 1], [3, 1], [1], [1, 3]]"
3157,"[[1], [1], [2, 1], [5], [1, 2]]","[[3], [2], [1, 1], [2], [4]]"
3158,"[[2, 1], [3], [1, 3], [1], [1, 2]]","[[3], [2, 1], [3], [1, 1, 1], [1, 1]]"
3159,"[[2], [2], [3], [1, 1], [4]]","[[2], [5], [1, 1], [3], [1]]"
3160,"[[3, 1], [1, 1], [1], [1], [2, 2]]","[[1, 1, 1], [1, 1], [2], [2], [2, 1]]"
3161,"[[4], [3], [2], [3], [3]]","[[1], [1, 1, 1], [5], [2, 1], [2, 1]]"
3162,"[[0], [3, 1], [2], [1], [0]]","[[1], [1], [1], [2], [2]]"
3163,"[[3], [3], [1, 2], [3, 1], [3]]","[[4], [1, 2], [5], [1, 1], [1, 1]]"
3164,"[[0], [5], [4], [4], [1, 2]]","[[1, 1], [3], [3], [4], [4]]"
3165,"[[2], [2], [1, 1], [1, 1], [2, 2]]","[[2, 1], [5], [0], [2], [1, 1]]"
3166,"[[3, 1], [2], [2], [1], [2]]","[[1, 1], [1], [1], [2, 1], [3, 1]]"
3167,"[[3], [2], [1, 1], [1, 1], [1, 1]]","[[1], [1, 1, 1], [1, 1], [3, 1], [1]]"
3168,"[[2, 1], [0], [2], [2, 2], [1, 1, 1]]","[[3], [1, 2], [1, 1], [1], [1, 2]]"
3169,"[[3], [1], [1], [2, 1], [1, 2]]","[[2], [3], [1], [1, 1], [1, 2]]"
3170,"[[1, 1], [5], [1, 1], [1, 3], [1]]","[[4], [1], [1, 1], [5], [1, 1]]"
3171,"[[1, 2], [1, 1, 1], [2, 2], [1, 2], [1]]","[[3], [1, 1], [1], [1, 2], [5]]"
3172,"[[3, 1], [2, 2], [1, 1], [1, 1], [1]]","[[3], [2], [1, 2], [1], [2, 2]]"
3173,"[[1], [1, 1, 1], [2], [1], [1]]","[[1], [1, 1], [1], [2], [2]]"
3174,"[[1, 1], [2], [1, 2], [1, 2], [3]]","[[1], [4], [1], [3], [1, 3]]"
3175,"[[2], [3], [3, 1], [1, 1], [1, 2]]","[[5], [3], [2], [2], [1, 1]]"
3176,"[[1], [3], [4], [1, 1], [4]]","[[1, 1], [4], [3, 1], [2, 1], [1]]"
3177,"[[1, 2], [2, 1], [1, 1], [5], [3]]","[[2, 1], [1, 2], [3], [2, 2], [1, 2]]"
3178,"[[1], [5], [1, 2], [1, 3], [4]]","[[3], [1, 1], [1, 2], [4], [5]]"
3179,"[[2, 1], [1, 1], [1, 1, 1], [1, 2], [1, 1, 1]]","[[3, 1], [1, 1], [1, 1], [1], [5]]"
3180,"[[1, 1], [1], [0], [5], [1, 1]]","[[2], [2, 1], [1], [1], [1, 2]]"
3181,"[[2], [1, 1], [2], [4], [1, 1]]","[[1, 1], [1, 2], [4], [3], [0]]"
3182,"[[1, 2], [1, 1], [1, 1], [1, 1, 1], [2, 2]]","[[5], [1], [1], [2, 1], [1, 3]]"
3183,"[[3, 1], [1], [1], [0], [1, 1]]","[[1], [2], [1, 1], [1], [1, 1]]"
3184,"[[3], [5], [1, 1, 1], [1, 1], [4]]","[[2], [1, 2], [3, 1], [2, 2], [3, 1]]"
3185,"[[1], [4], [1, 1], [1, 1], [1, 1]]","[[5], [1], [1, 2], [1], [1]]"
3186,"[[1, 1], [2], [2, 1], [1, 2], [0]]","[[3], [2], [1, 1], [1], [1, 1]]"
3187,"[[1, 1], [1], [1, 1], [2, 1], [2, 1]]","[[2], [1, 3], [0], [2], [2, 1]]"
3188,"[[1], [5], [1], [1, 1], [1, 1]]","[[1], [2], [2, 2], [1], [1, 2]]"
3189,"[[2, 2], [3, 1], [4], [1, 1], [1, 2]]","[[3, 1], [3], [4], [1, 1, 1], [2, 1]]"
3190,"[[5], [2, 1], [2], [1, 1], [2]]","[[3], [3], [1, 2], [2, 1], [1, 1]]"
3191,"[[3], [1], [2, 1], [3, 1], [0]]","[[2], [4], [1, 1], [1], [2]]"
3192,"[[2], [1], [2, 1], [3], [4]]","[[1], [1, 1], [3], [2, 2], [1, 2]]"
3193,"[[1, 1], [1], [3, 1], [1, 1], [2]]","[[3], [1, 1], [1, 1], [1, 1], [2]]"
3194,"[[1, 2], [1, 1], [1, 1], [4], [1, 1]]","[[1], [1, 3], [1], [1, 1], [5]]"
3195,"[[2], [1], [2, 1], [2], [5]]","[[1, 1], [1, 1, 1], [1, 1, 1], [2], [3]]"
3196,"[[1, 1], [5], [1, 3], [2], [2]]","[[2], [2], [2], [5], [4]]"
3197,"[[1, 3], [1, 1], [3], [3], [2, 1]]","[[1, 1], [4], [1, 2], [4], [1, 1]]"
3198,"[[1, 1, 1], [2, 1], [3], [1, 1], [1, 1]]","[[2, 1], [1], [1, 1, 1], [1], [5]]"
3199,"[[2], [2], [4], [1, 1], [2, 2]]","[[3], [3, 1], [3], [1, 1], [2]]"
3200,"[[2, 1], [2, 1], [1, 2], [2], [1]]","[[3], [2, 1], [0], [2], [4]]"
3201,"[[1, 2], [1], [1], [2], [1]]","[[1, 2], [1, 2], [1], [1], [0]]"
3202,"[[2, 1], [4], [2, 1], [1, 2], [1, 1]]","[[1, 2], [3, 1], [1], [4], [2, 1]]"
3203,"[[1], [1], [1], [3, 1], [1, 1]]","[[1], [1, 3], [1], [1, 1], [1]]"
3204,"[[2, 1], [1, 1], [1], [1, 2], [4]]","[[2], [1, 2], [1, 1], [1, 3], [2]]"
3205,"[[4], [2], [2, 1], [2], [0]]","[[1], [4], [2, 1], [1], [1, 1]]"
3206,"[[2, 1], [2], [2, 2], [3], [2, 1]]","[[1, 1], [1, 1, 1], [2], [3], [5]]"
3207,"[[3], [4], [1], [2], [2, 1]]","[[0], [1, 1], [3, 1], [2, 1], [2, 2]]"
3208,"[[1, 2], [2, 1], [1, 1], [2, 1], [1, 1]]","[[4], [1, 2], [1], [2], [1, 2]]"
3209,"[[2], [1, 1], [4], [1, 3], [1, 1]]","[[1], [1], [5], [1, 2], [4]]"
3210,"[[1, 1], [1], [1], [5], [1, 1]]","[[2], [2, 2], [1], [2], [1, 1]]"
3211,"[[1], [2], [2], [2, 1], [1, 1]]","[[3], [1, 2], [1], [1, 2], [0]]"
3212,"[[2], [1], [3], [2, 2], [1, 1]]","[[1], [1, 2], [3], [3], [2]]"
3213,"[[1, 1], [2, 1], [4], [1, 1], [1, 1]]","[[4], [3], [1], [1, 2], [1, 1]]"
3214,"[[1], [1, 2], [1, 1], [1, 2], [1, 1, 1]]","[[2, 1], [1], [1], [4], [1, 2]]"
3215,"[[0], [2], [2, 2], [1, 1], [1, 1, 1]]","[[3], [1], [1, 1], [2], [3]]"
3216,"[[1, 2], [1], [2], [2, 2], [2, 1]]","[[2], [1, 2], [1], [1, 3], [2, 1]]"
3217,"[[3], [1, 1], [1, 3], [1, 1], [3, 1]]","[[2, 1], [2], [1, 1, 1], [4], [1, 1, 1]]"
3218,"[[2, 2], [2, 1], [3, 1], [2, 1], [1, 2]]","[[5], [4], [1], [2, 1], [1, 3]]"
3219,"[[1, 2], [3], [3], [2, 2], [2]]","[[2, 2], [4], [2], [1, 2], [1, 1]]"
3220,"[[3, 1], [1, 2], [1], [1], [2, 1]]","[[2], [1, 2], [1, 1, 1], [1], [2, 1]]"
3221,"[[1, 2], [3], [5], [2, 1], [1, 3]]","[[1, 3], [3], [3, 1], [3, 1], [3]]"
3222,"[[5], [1, 2], [3, 1], [2, 2], [1, 1, 1]]","[[5], [1, 2], [1, 1, 1], [2, 1], [5]]"
3223,"[[1, 1], [4], [3], [1, 1], [2]]","[[1], [2], [4], [2, 1], [3]]"
3224,"[[3], [1], [1, 2], [1, 1, 1], [2, 2]]","[[1, 2], [1, 1, 1], [2, 1], [1, 1], [3]]"
3225,"[[1], [1], [5], [4], [1, 1, 1]]","[[1, 3], [2], [3], [3], [1, 1]]"
3226,"[[1, 1], [1], [3], [1], [1]]","[[1, 1], [1, 1], [1], [1, 1, 1], [0]]"
3227,"[[3], [1], [1, 1], [5], [2, 2]]","[[4], [2], [1, 2], [1, 2], [1, 2]]"
3228,"[[2], [1, 1], [2, 1], [3], [2, 2]]","[[1, 2], [3], [3], [1, 1], [1, 1, 1]]"
3229,"[[1, 1], [1], [2, 2], [1, 2], [1, 3]]","[[3], [1, 1], [1], [1, 3], [4]]"
3230,"[[1, 1], [2, 1], [3], [4], [3, 1]]","[[2, 1], [4], [3], [4], [2]]"
3231,"[[1], [1, 2], [1, 3], [1, 1], [2]]","[[1], [1, 1], [1, 1], [4], [3]]"
3232,"[[1, 1], [1, 1, 1], [2], [4], [1, 1]]","[[1, 2], [1], [2, 1], [2], [3, 1]]"
3233,"[[1], [3, 1], [1], [2, 1], [4]]","[[2, 1], [1, 2], [1, 1], [3], [1, 1]]"
3234,"[[2], [3], [1, 2], [1, 2], [1]]","[[1, 2], [1], [2], [3], [1, 2]]"
3235,"[[1, 2], [1], [1], [5], [1]]","[[1], [1, 1], [3], [1, 1], [1, 2]]"
3236,"[[1], [3], [2], [1], [1, 1]]","[[0], [1, 2], [2], [3], [1]]"
3237,"[[5], [4], [3], [1, 1], [4]]","[[1, 2], [3, 1], [3, 1], [5], [2]]"
3238,"[[1, 1], [3], [4], [1, 1], [4]]","[[4], [3, 1], [2, 1], [1, 3], [0]]"
3239,"[[1], [1, 1], [1, 1], [1, 1], [2, 2]]","[[2, 1], [1, 2], [0], [2, 1], [2]]"
3240,"[[1, 2], [1, 2], [2], [3], [2]]","[[0], [4], [2], [2, 2], [2, 1]]"
3241,"[[1], [1, 2], [2], [3], [3, 1]]","[[1, 1], [1, 1], [5], [1, 1], [2]]"
3242,"[[1, 1], [1, 2], [2], [3], [2, 1]]","[[2, 1], [3], [3], [2, 2], [0]]"
3243,"[[1, 3], [1, 2], [1, 2], [1], [1, 2]]","[[2, 1], [2], [2, 1], [3, 1], [1, 1]]"
3244,"[[1], [1, 2], [3], [2], [4]]","[[2, 1], [3], [5], [1, 1], [0]]"
3245,"[[3], [2], [1, 1, 1], [2, 1], [1, 2]]","[[4], [1, 1], [1, 1], [1, 1], [1, 3]]"
3246,"[[1], [1, 1], [1], [1, 3], [1, 2]]","[[2], [0], [1, 1], [2], [5]]"
3247,"[[2], [3], [2, 1], [1, 1, 1], [4]]","[[1, 1], [1, 1, 1], [4], [1, 1], [4]]"
3248,"[[4], [4], [1, 3], [2, 2], [1, 1]]","[[2], [2, 2], [3], [4], [5]]"
3249,"[[2, 1], [0], [3, 1], [1, 1], [3]]","[[1, 1], [1, 3], [1, 1, 1], [0], [1, 2]]"
3250,"[[1, 1], [1, 1], [5], [2], [1]]","[[3], [1, 1], [3], [2], [2]]"
3251,"[[2], [2, 1], [1], [1, 1], [3]]","[[2], [1, 1], [1], [2, 2], [1, 1]]"
3252,"[[1], [1], [1, 2], [3], [4]]","[[1, 1, 1], [2], [4], [3], [0]]"
3253,"[[4], [1], [2, 2], [5], [1, 1]]","[[1, 2], [1, 2], [2, 2], [1, 2], [3]]"
3254,"[[1, 1], [2], [5], [1], [1, 1]]","[[1, 1], [3], [2], [1, 1], [1, 2]]"
3255,"[[1], [1, 1], [3], [0], [4]]","[[1, 1], [1, 1, 1], [2, 1], [1], [1]]"
3256,"[[2], [1, 2], [2, 1], [1], [1, 3]]","[[3, 1], [1, 1], [1], [1, 1], [4]]"
3257,"[[4], [1], [1, 1], [2, 1], [1, 1]]","[[3], [1, 1], [1, 1, 1], [1], [2, 1]]"
3258,"[[1], [1, 1], [4], [2], [3]]","[[2, 1], [1, 1, 1], [1, 1], [3], [1]]"
3259,"[[1, 1], [1], [3], [4], [1, 2]]","[[1, 2], [3], [3], [2], [1, 1]]"
3260,"[[2], [1, 3], [2, 1], [3], [3]]","[[3], [2], [1, 2], [2, 1], [3, 1]]"
3261,"[[1, 1], [1, 1], [3], [1, 1], [3, 1]]","[[2], [2, 1], [1, 3], [2], [1, 1]]"
3262,"[[1], [4], [2], [4], [1]]","[[2], [3], [1, 1], [1, 2], [1, 1]]"
3263,"[[3], [4], [2, 2], [3, 1], [2]]","[[3], [4], [2, 2], [3, 1], [2]]"
3264,"[[0], [1], [1, 1, 1], [1, 1], [3, 1]]","[[1, 1], [1], [3], [1], [3]]"
3265,"[[5], [2, 1], [2], [1, 1], [3]]","[[1], [4], [3, 1], [1, 2], [2, 1]]"
3266,"[[2, 1], [1, 2], [1, 1, 1], [1, 1], [4]]","[[1, 2], [2, 1], [1, 1], [1, 1], [5]]"
3267,"[[2, 2], [1, 2], [5], [2, 1], [1, 1]]","[[4], [1, 2], [2, 1], [4], [1, 1, 1]]"
3268,"[[1], [0], [1], [1, 1], [1, 1]]","[[1, 2], [0], [0], [1], [1, 1]]"
3269,"[[1, 2], [1, 3], [1], [2], [2]]","[[2, 2], [2], [3], [2], [1]]"
3270,"[[1], [1, 3], [1], [1], [1, 1]]","[[1], [1, 1, 1], [1], [1, 2], [1]]"
3271,"[[1, 2], [4], [3, 1], [1], [1]]","[[1, 1, 1], [3], [3], [2], [2]]"
3272,"[[1, 2], [2, 1], [1, 1], [1], [1, 2]]","[[2], [3], [1, 1], [1, 1], [3]]"
3273,"[[3], [5], [3], [3, 1], [1]]","[[3], [3], [4], [2, 1], [2, 1]]"
3274,"[[1, 1], [1, 2], [3], [2], [3, 1]]","[[2, 1], [1, 1, 1], [2, 1], [1, 1], [1, 2]]"
3275,"[[0], [2], [1, 2], [5], [1, 1]]","[[1, 1], [4], [1], [3], [2]]"
3276,"[[1], [1, 1], [1], [2, 1], [1, 2]]","[[1, 1], [3], [2], [1], [1, 1]]"
3277,"[[5], [1], [1], [1], [1, 3]]","[[1, 2], [1, 1], [1, 1], [2, 1], [1, 1]]"
3278,"[[1, 3], [1], [1, 3], [2], [3, 1]]","[[1, 3], [2], [3, 1], [1, 1], [1, 1, 1]]"
3279,"[[4], [2, 2], [1, 1], [1, 1], [1, 1]]","[[1, 2], [2], [1, 1, 1], [2], [4]]"
3280,"[[1], [2], [4], [1, 1], [2, 1]]","[[3], [2, 1], [1, 1], [1, 2], [1]]"
3281,"[[3], [1, 1], [3, 1], [1], [1]]","[[2], [1, 1, 1], [1, 1], [1], [3]]"
3282,"[[1], [2], [3], [5], [1, 1]]","[[3], [2], [3], [2, 1], [2]]"
3283,"[[1], [3, 1], [1], [2, 2], [2]]","[[5], [1, 2], [1], [1], [1, 1]]"
3284,"[[3], [1], [1, 1], [1, 1], [1]]","[[1, 1], [1, 1], [2, 1], [1, 1], [0]]"
3285,"[[3, 1], [1], [2, 1], [1, 1], [1, 2]]","[[1, 1, 1], [1, 2], [2, 1], [2], [1, 1]]"
3286,"[[2, 1], [1], [2, 1], [1, 1], [3]]","[[1, 1], [4], [1], [1, 2], [1, 1]]"
3287,"[[2], [4], [1, 1], [2], [2, 1]]","[[1], [5], [2, 2], [2], [1]]"
3288,"[[3], [4], [2, 1], [3], [2]]","[[1, 1, 1], [3, 1], [2, 1], [1, 1], [3]]"
3289,"[[1, 3], [2], [2], [2, 1], [2, 1]]","[[1, 1, 1], [4], [2, 1], [1, 1], [1, 1]]"
3290,"[[3], [2], [1, 2], [2, 1], [2, 1]]","[[4], [1, 2], [1, 1], [1, 2], [1, 1]]"
3291,"[[3], [2, 1], [2], [1], [1, 1]]","[[1, 2], [3], [3], [0], [1, 1]]"
3292,"[[1, 1], [3], [2], [1, 1], [5]]","[[2, 1], [1, 1], [1, 2], [1, 1], [1, 3]]"
3293,"[[2], [1, 1], [1], [1, 1], [3]]","[[0], [2], [1, 3], [1], [1, 2]]"
3294,"[[3, 1], [0], [1, 1, 1], [5], [1, 1]]","[[1, 3], [1, 1], [1, 3], [1], [1, 2]]"
3295,"[[3, 1], [2, 1], [1], [0], [1]]","[[1, 1], [2], [2], [0], [2, 1]]"
3296,"[[1, 3], [1, 1, 1], [1, 2], [3], [1, 1]]","[[3, 1], [0], [2, 2], [1, 2], [4]]"
3297,"[[2, 2], [3, 1], [3], [2], [1, 1]]","[[2], [3, 1], [3], [1, 2], [2, 1]]"
3298,"[[3], [2, 1], [2], [3], [0]]","[[1], [2], [2, 1], [2], [3]]"
3299,"[[3, 1], [1, 2], [3], [4], [1, 2]]","[[3, 1], [1, 2], [1, 3], [1, 2], [2, 1]]"
3300,"[[3], [1], [4], [3], [3]]","[[1], [1, 1, 1], [5], [3], [2]]"
3301,"[[3], [5], [1, 1], [1, 1, 1], [1]]","[[2, 1], [2], [4], [1, 1], [3]]"
3302,"[[1, 1, 1], [0], [1, 1, 1], [1, 2], [2]]","[[1, 1, 1], [2], [1, 1], [1], [1, 2]]"
3303,"[[1], [1, 1], [3, 1], [2], [1]]","[[2], [1], [3], [2], [1, 1]]"
3304,"[[1, 1], [2], [1], [5], [1, 1]]","[[2, 2], [1, 1], [1], [1, 1], [3]]"
3305,"[[2, 1], [1], [4], [1], [1, 1, 1]]","[[3, 1], [1, 1], [1, 1], [1, 1], [2]]"
3306,"[[2, 1], [1, 2], [1], [3], [3]]","[[5], [1, 2], [1, 2], [2], [0]]"
3307,"[[1, 1, 1], [2, 1], [1, 1], [4], [1, 2]]","[[1, 1], [1, 2], [4], [2], [3, 1]]"
3308,"[[1, 1, 1], [2], [4], [1, 1], [1, 2]]","[[1, 1], [2], [1, 1], [4], [3, 1]]"
3309,"[[3], [1, 1, 1], [2, 1], [5], [5]]","[[4], [1, 3], [2, 2], [1, 3], [1, 2]]"
3310,"[[0], [1, 1], [1, 1], [1, 1, 1], [3]]","[[1, 1], [0], [4], [1], [3]]"
3311,"[[0], [2, 2], [1], [3, 1], [1]]","[[1, 1], [3], [2], [1], [1, 1]]"
3312,"[[1, 1], [4], [3], [2, 1], [2, 2]]","[[2, 2], [4], [2], [5], [1]]"
3313,"[[2, 1], [1, 1], [1], [2], [1, 1, 1]]","[[2, 1], [1], [2, 2], [1], [1, 1]]"
3314,"[[1], [1], [2, 2], [1, 1], [4]]","[[1], [4], [1], [1, 3], [1, 1]]"
3315,"[[3, 1], [2], [3], [2], [1, 1]]","[[1], [1, 2], [1, 2], [2], [3, 1]]"
3316,"[[1, 2], [2, 1], [1, 2], [3], [2]]","[[2], [2, 1], [1, 2], [1, 1, 1], [3]]"
3317,"[[2], [1, 2], [1, 2], [1, 3], [4]]","[[1, 2], [1, 1], [2], [5], [4]]"
3318,"[[1], [3], [1, 2], [3], [3]]","[[1], [1, 1], [1, 2], [5], [2]]"
3319,"[[2], [1, 1], [4], [1, 2], [2, 1]]","[[1], [2, 1], [3], [1, 2], [3, 1]]"
3320,"[[3], [1, 1], [2], [1], [2, 1]]","[[1, 1], [2], [1], [1, 1, 1], [3]]"
3321,"[[1, 1], [1, 3], [3], [4], [1]]","[[2], [1], [3], [5], [3]]"
3322,"[[1, 2], [2, 1], [1], [0], [3]]","[[2], [2, 1], [1, 1], [1, 1], [1]]"
3323,"[[3], [1, 3], [1, 1], [3], [3]]","[[2], [1], [2, 2], [2, 2], [3, 1]]"
3324,"[[1, 1], [4], [1], [4], [1, 3]]","[[2], [1, 1], [2, 2], [4], [2, 1]]"
3325,"[[2, 1], [2], [1, 2], [1, 1], [3]]","[[2], [1], [1, 1, 1], [2, 1], [2, 2]]"
3326,"[[1, 2], [1, 3], [4], [1], [2, 1]]","[[4], [1, 1, 1], [2], [3, 1], [2]]"
3327,"[[1], [3], [1, 2], [4], [1, 1]]","[[3], [1, 1], [4], [2], [1, 1]]"
3328,"[[2, 1], [3], [1, 1, 1], [1, 1], [3, 1]]","[[1, 3], [1, 1], [4], [1], [3, 1]]"
3329,"[[1, 1], [1], [2, 1], [0], [1, 1, 1]]","[[1, 1, 1], [1], [1, 1], [0], [2, 1]]"
3330,"[[1], [2], [1, 1], [4], [1]]","[[3, 1], [1, 1], [1], [1], [2]]"
3331,"[[2], [2, 1], [1, 1, 1], [3], [2, 2]]","[[3], [1, 2], [4], [1, 1], [2, 1]]"
3332,"[[2, 1], [1, 1, 1], [1, 1], [4], [1]]","[[1], [1, 1], [4], [2], [4]]"
3333,"[[1], [1, 2], [3], [2, 1], [0]]","[[1, 1], [1], [1, 1], [2], [3]]"
3334,"[[3], [1, 1, 1], [1], [4], [2, 2]]","[[4], [2], [2, 1], [1, 2], [2, 1]]"
3335,"[[3], [1, 1], [2, 2], [4], [1]]","[[2, 1], [1, 2], [2, 1], [1, 2], [2]]"
3336,"[[2, 2], [1, 2], [1, 1, 1], [3], [2, 1]]","[[3], [1, 2], [3], [2, 1], [3, 1]]"
3337,"[[1, 2], [3, 1], [1, 1], [1, 1], [2]]","[[4], [1, 1], [1, 1], [1, 1], [3]]"
3338,"[[1], [1, 1, 1], [1, 2], [1, 3], [1]]","[[3], [0], [1, 2], [2], [4]]"
3339,"[[1, 2], [2], [4], [1], [5]]","[[3, 1], [2, 1], [1, 3], [1, 1, 1], [1]]"
3340,"[[3, 1], [0], [1, 1], [1, 1], [4]]","[[1, 3], [1, 1], [1, 1], [1], [1, 2]]"
3341,"[[3], [1, 2], [2], [3, 1], [3]]","[[1, 2], [3], [5], [2], [1, 1]]"
3342,"[[1], [1, 3], [1, 1], [4], [0]]","[[3], [1], [2, 1], [3], [1]]"
3343,"[[2], [1], [2], [2, 1], [1, 2]]","[[2], [4], [1, 1], [1], [2]]"
3344,"[[2, 1], [0], [1, 3], [3], [3]]","[[1], [1, 1], [1, 3], [3], [1, 2]]"
3345,"[[3], [2], [3], [3, 1], [1]]","[[1, 1], [1, 1], [1, 2], [1, 1], [1, 3]]"
3346,"[[3], [1, 1, 1], [2], [2], [3]]","[[1, 1], [2], [2, 2], [1, 1], [3]]"
3347,"[[1], [2, 2], [2, 1], [2, 1], [2, 1]]","[[2], [4], [1, 2], [2], [1, 2]]"
3348,"[[2], [2], [1, 2], [2, 1], [2, 1]]","[[1, 1, 1], [1, 2], [2], [2], [1, 2]]"
3349,"[[2], [3, 1], [1, 2], [2, 1], [1, 3]]","[[2, 1], [1, 1], [2, 2], [1, 1, 1], [4]]"
3350,"[[1, 1], [1], [1, 1], [1, 1], [1, 3]]","[[2], [3], [1], [1, 1], [3]]"
3351,"[[3], [0], [2, 1], [2], [5]]","[[1, 1, 1], [1, 3], [1, 2], [1], [1, 1]]"
3352,"[[2], [1], [1, 2], [3], [1, 1]]","[[0], [1, 3], [1, 1], [2], [2, 1]]"
3353,"[[3, 1], [3, 1], [4], [0], [2, 2]]","[[2, 1], [3, 1], [3], [1, 1], [3, 1]]"
3354,"[[1], [1, 1, 1], [1, 2], [1, 1], [1, 1, 1]]","[[1, 1], [2], [1, 1], [1, 2], [2, 1]]"
3355,"[[1, 3], [1], [1, 1], [1, 1], [3]]","[[2, 1], [0], [1, 1, 1], [1, 2], [1, 1, 1]]"
3356,"[[1, 1], [2, 1], [4], [1, 1], [2]]","[[2, 1], [2, 1], [3], [3], [1]]"
3357,"[[2], [3], [1], [4], [3, 1]]","[[2], [2], [1, 2], [2, 1], [3, 1]]"
3358,"[[2], [3], [5], [1, 1], [1, 1]]","[[3], [2, 1], [4], [1, 1], [1, 1]]"
3359,"[[2], [3, 1], [1, 1], [1], [2]]","[[2, 1], [2], [2, 1], [1], [2]]"
3360,"[[0], [1, 2], [5], [3], [1, 1]]","[[2], [1, 1], [2], [4], [3]]"
3361,"[[1], [1], [0], [3], [3, 1]]","[[1], [2, 1], [2], [1], [2]]"
3362,"[[0], [2, 1], [1, 1], [1, 1, 1], [4]]","[[3], [1, 1], [1, 2], [1], [3]]"
3363,"[[3], [1], [1, 1], [1, 3], [1]]","[[1], [1, 1], [1, 1], [1, 3], [1, 1]]"
3364,"[[1, 2], [2], [2], [5], [3, 1]]","[[1, 2], [2], [5], [4], [2]]"
3365,"[[3], [1, 1], [1], [1, 1], [2]]","[[1, 1], [1, 2], [2], [1, 2], [0]]"
3366,"[[1], [2, 1], [3], [4], [1, 2]]","[[1], [2, 1], [4], [3], [3]]"
3367,"[[1, 1], [1, 1], [1, 3], [2], [1, 2]]","[[3, 1], [0], [3], [3], [1, 1, 1]]"
3368,"[[1, 1], [3], [2, 1], [5], [1, 1, 1]]","[[4], [3], [2, 2], [1], [1, 3]]"
3369,"[[1], [1, 2], [1, 1], [5], [1, 1]]","[[1, 1], [3], [1], [2, 2], [3]]"
3370,"[[0], [0], [2, 1], [1], [2]]","[[1], [1], [1], [2], [1]]"
3371,"[[1, 1], [3, 1], [2], [1, 3], [1]]","[[2, 1], [1], [3], [1, 3], [1, 1]]"
3372,"[[2], [1], [2, 1], [1], [2]]","[[1], [1, 1, 1], [1, 1], [1], [1, 1]]"
3373,"[[1, 2], [1], [1], [3], [1, 1]]","[[2, 1], [1], [1, 3], [1, 1], [0]]"
3374,"[[3], [1], [1, 1], [0], [3]]","[[2], [1], [1, 1, 1], [1], [1, 1]]"
3375,"[[1, 1, 1], [2, 1], [1, 1], [4], [3, 1]]","[[5], [1, 2], [1, 2], [3], [1, 1]]"
3376,"[[1, 1], [4], [2], [1], [2, 1]]","[[1, 2], [2, 1], [1, 1], [1], [2, 1]]"
3377,"[[1, 1], [3, 1], [4], [1, 1], [2, 1]]","[[5], [2, 1], [3], [1], [1, 2]]"
3378,"[[1, 1], [2], [1, 3], [1, 2], [2]]","[[1], [2, 1], [2], [1, 3], [3]]"
3379,"[[3], [4], [1, 1], [3], [1, 1, 1]]","[[4], [2, 1], [2, 2], [2], [1, 1]]"
3380,"[[2, 1], [4], [1, 1], [2], [4]]","[[1, 1], [2, 1], [5], [1, 2], [2]]"
